City,Date,pm10,so2,dew,wind-speed,co,o3,temperature,humidity,pressure,wind-gust,pm25,no2,precipitation,wd
Hyderabad,401.0,82.0,3.0,15.0,1.4,4.2,14.6,29.5,40.0,1012.5,0.0,93.0,11.4,0.0,0.0
Hyderabad,402.0,82.0,2.4,16.5,1.2,5.5,14.9,29.5,42.0,1012.0,0.0,125.0,14.3,0.0,0.0
Hyderabad,403.0,82.0,2.6,21.0,1.3,5.9,13.0,29.0,52.2,1012.5,0.0,127.0,14.0,0.0,0.0
Hyderabad,404.0,72.0,2.0,20.0,1.2,5.2,12.0,29.0,51.0,1013.5,0.0,106.0,12.9,0.0,0.0
Hyderabad,405.0,62.0,3.0,15.0,1.1,3.8,21.4,28.6,44.5,1015.0,0.0,90.0,8.3,0.0,0.0
Hyderabad,406.0,60.0,3.1,16.5,0.9,4.7,15.7,28.5,46.0,1013.5,0.0,98.0,15.2,0.0,0.0
Hyderabad,407.0,61.0,2.6,16.5,1.1,4.1,16.9,29.3,46.5,1012.0,9.2,95.0,8.4,0.0,0.0
Hyderabad,408.0,66.0,2.6,18.0,1.0,5.7,13.6,29.5,45.2,1011.0,0.0,93.0,13.5,0.0,0.0
Hyderabad,409.0,73.0,2.8,18.0,0.7,6.4,9.4,29.6,49.2,1012.5,0.0,114.0,18.7,0.0,0.0
Hyderabad,410.0,82.0,2.8,15.5,0.7,6.3,12.2,29.7,41.7,1013.0,0.0,124.0,19.2,0.0,0.0
Hyderabad,411.0,57.0,3.1,14.0,0.9,4.0,12.6,29.3,40.7,1013.0,0.0,95.0,8.2,0.0,0.0
Hyderabad,412.0,69.0,2.9,15.5,1.3,4.9,17.2,29.0,43.7,1012.5,12.3,99.0,10.6,0.0,0.0
Hyderabad,413.0,59.0,2.2,16.0,1.1,4.9,18.7,28.5,43.2,1012.5,0.0,87.0,13.7,0.0,0.0
Hyderabad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hyderabad,415.0,65.0,2.6,14.8,1.1,4.3,17.1,28.8,38.0,1012.0,0.0,100.0,12.7,0.0,0.0
Hyderabad,416.0,76.0,3.1,11.5,1.4,4.8,18.4,29.0,37.0,1012.0,0.0,99.0,11.7,0.0,0.0
Hyderabad,417.0,63.0,2.5,15.5,1.2,4.0,15.9,29.0,40.7,1012.0,0.0,92.0,9.2,0.0,0.0
Hyderabad,418.0,74.0,2.6,19.0,1.2,5.7,16.2,29.1,50.3,1012.0,0.0,117.0,10.9,0.0,0.0
Hyderabad,419.0,57.0,1.3,19.5,1.2,4.7,16.0,28.9,56.7,1012.0,10.2,87.0,10.8,0.0,0.0
Hyderabad,420.0,51.0,1.8,20.5,1.5,4.5,13.9,28.9,59.0,1010.0,9.2,77.0,10.3,0.0,0.0
Hyderabad,421.0,51.0,2.1,20.5,1.5,4.3,15.8,29.4,48.5,1009.0,0.0,72.0,8.3,0.0,0.0
Hyderabad,422.0,55.0,1.9,19.5,1.3,4.5,17.0,29.2,56.5,1010.0,10.2,83.0,9.6,0.0,0.0
Hyderabad,423.0,59.0,2.8,18.0,1.2,5.5,15.5,29.2,49.2,1011.5,9.2,93.0,12.8,0.0,0.0
Hyderabad,424.0,62.0,2.2,17.0,1.2,5.0,18.9,30.3,41.0,1012.0,0.0,85.0,11.9,0.0,0.0
Hyderabad,425.0,69.0,2.6,15.0,1.1,5.2,16.8,30.0,39.0,1012.0,0.0,100.0,14.0,0.0,0.0
Hyderabad,426.0,74.0,2.9,15.0,1.2,5.0,23.1,29.4,39.0,1010.5,0.0,119.0,10.3,0.0,0.0
Hyderabad,427.0,84.0,2.7,15.5,0.9,5.4,23.3,29.6,40.2,1010.0,0.0,132.0,14.0,0.0,0.0
Hyderabad,428.0,78.0,3.3,17.0,1.0,5.3,19.8,29.6,41.0,1010.0,0.0,115.0,9.6,0.0,0.0
Hyderabad,429.0,72.0,3.1,18.5,1.0,5.1,19.6,29.8,44.2,1010.0,0.0,109.0,9.2,0.0,0.0
Hyderabad,430.0,73.0,2.5,19.0,1.2,4.6,18.6,29.5,46.0,1009.0,0.0,110.0,7.7,0.0,0.0
Delhi,401.0,104.0,8.8,9.5,2.0,7.0,17.5,27.7,34.2,986.9,8.2,119.0,15.9,0.0,246.7
Delhi,402.0,124.0,10.7,9.0,1.0,9.8,9.8,27.5,34.8,987.5,0.0,161.0,24.1,0.0,215.7
Delhi,403.0,122.0,8.9,11.0,1.2,9.3,9.3,27.5,37.0,986.2,0.0,161.0,23.0,0.0,214.9
Delhi,404.0,158.0,12.9,13.5,0.9,13.2,12.6,29.7,37.8,987.3,0.0,181.0,28.6,0.0,168.2
Delhi,405.0,156.0,12.5,14.5,0.9,15.2,5.4,30.2,36.7,986.1,0.0,181.0,29.5,0.0,165.9
Delhi,406.0,183.0,10.3,13.0,1.1,11.1,8.1,30.6,35.9,985.7,0.0,171.0,22.7,0.0,152.9
Delhi,407.0,192.0,8.9,18.5,1.7,11.8,12.3,29.4,51.2,984.8,11.8,196.0,17.9,0.5,129.7
Delhi,408.0,167.0,7.4,15.5,1.2,8.9,10.9,27.5,47.9,985.2,0.0,160.0,20.0,0.0,135.6
Delhi,409.0,127.0,10.7,15.0,1.0,10.3,9.7,28.5,45.0,984.7,0.0,160.0,21.9,0.0,121.1
Delhi,410.0,140.0,8.9,15.0,1.1,12.1,10.4,31.2,34.0,986.1,0.0,164.0,24.2,0.0,201.2
Delhi,411.0,122.0,10.0,13.0,1.1,9.1,9.9,31.0,31.1,985.8,0.0,155.0,20.7,0.0,193.6
Delhi,412.0,129.0,9.3,13.0,1.6,7.8,15.0,30.0,35.9,986.5,9.2,151.0,15.3,0.0,178.2
Delhi,413.0,115.0,9.4,13.0,1.7,7.8,13.0,30.7,33.0,986.6,0.0,137.0,17.6,0.0,196.0
Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delhi,415.0,112.0,9.0,12.0,1.4,7.8,12.0,31.5,30.7,984.9,0.0,124.0,15.7,0.0,236.0
Delhi,416.0,86.0,5.9,15.0,2.5,7.1,16.0,25.7,51.5,988.0,10.2,102.0,13.5,0.5,162.3
Delhi,417.0,53.0,4.8,15.0,2.1,6.4,15.7,22.6,60.7,989.2,9.0,68.0,11.5,0.5,151.2
Delhi,418.0,64.0,6.9,15.0,1.2,7.3,14.4,26.2,47.5,989.8,0.0,95.0,13.4,0.0,164.8
Delhi,419.0,99.0,8.4,14.0,1.2,9.0,10.2,27.2,40.6,987.1,0.0,154.0,18.5,0.0,229.5
Delhi,420.0,116.0,9.4,12.5,0.8,9.5,9.4,28.8,37.2,984.8,0.0,161.0,22.3,0.0,218.7
Delhi,421.0,123.0,9.4,12.5,1.0,12.5,9.4,30.8,32.5,983.1,0.0,163.0,26.0,0.0,215.6
Delhi,422.0,152.0,11.6,13.0,0.8,14.1,10.3,31.3,33.0,983.0,9.2,173.0,26.0,0.0,175.7
Delhi,423.0,163.0,10.6,14.0,1.0,12.9,10.6,33.0,32.6,983.7,0.0,171.0,26.4,0.0,179.2
Delhi,424.0,155.0,9.1,17.5,1.4,10.0,18.0,33.0,38.3,985.2,9.2,166.0,20.8,0.0,132.8
Delhi,425.0,164.0,8.5,19.0,1.4,9.8,20.7,31.9,39.0,985.0,0.0,166.0,16.6,0.0,127.4
Delhi,426.0,143.0,10.1,12.0,1.2,10.2,8.9,32.8,25.4,984.5,0.0,160.0,21.9,0.0,213.0
Delhi,427.0,178.0,8.6,9.0,2.1,7.6,14.3,33.5,20.3,983.9,11.3,157.0,16.5,0.0,254.6
Delhi,428.0,167.0,8.9,8.0,1.9,7.3,15.9,33.0,18.2,982.5,10.2,157.0,16.6,0.0,255.9
Delhi,429.0,154.0,9.8,7.0,1.2,8.5,11.9,32.6,19.0,982.0,0.0,160.0,21.9,0.0,220.4
Delhi,430.0,178.0,14.0,8.0,1.2,11.6,8.4,32.0,22.5,981.9,0.0,174.0,30.8,0.0,154.3
Chandigarh,401.0,0.0,3.0,10.9,1.4,4.5,27.8,26.2,47.5,0.0,0.0,109.0,9.4,0.0,0.0
Chandigarh,402.0,0.0,3.5,12.6,2.0,4.5,25.0,26.1,45.9,0.0,0.0,126.0,9.4,0.0,0.0
Chandigarh,403.0,0.0,3.3,12.7,1.8,4.1,28.4,27.0,48.4,0.0,0.0,136.0,9.2,0.0,0.0
Chandigarh,404.0,0.0,2.9,14.4,1.8,4.7,33.0,28.7,47.7,0.0,0.0,147.0,9.4,0.0,0.0
Chandigarh,405.0,0.0,3.3,17.6,1.8,4.8,27.6,28.5,56.1,0.0,0.0,143.0,9.3,0.0,0.0
Chandigarh,406.0,0.0,3.5,18.6,1.8,4.1,30.5,30.3,51.3,0.0,0.0,162.0,9.3,0.0,0.0
Chandigarh,407.0,0.0,3.1,16.9,1.6,4.5,26.0,28.8,46.1,0.0,0.0,154.0,9.3,0.0,0.0
Chandigarh,408.0,0.0,2.9,17.9,1.5,4.6,19.8,25.5,69.9,0.0,0.0,151.0,9.0,0.0,0.0
Chandigarh,409.0,0.0,3.0,16.6,1.6,4.4,18.9,27.4,55.5,0.0,0.0,118.0,9.5,0.0,0.0
Chandigarh,410.0,0.0,2.9,17.0,1.5,5.5,26.9,30.3,43.3,0.0,0.0,129.0,9.7,0.0,0.0
Chandigarh,411.0,0.0,3.2,15.4,1.4,5.4,17.4,28.7,44.3,0.0,0.0,108.0,9.8,0.0,0.0
Chandigarh,412.0,0.0,3.7,15.5,1.5,3.9,15.5,27.7,47.3,0.0,0.0,114.0,9.7,0.0,0.0
Chandigarh,413.0,0.0,3.1,15.3,1.2,3.6,19.5,27.9,45.4,0.0,0.0,103.0,9.3,0.0,0.0
Chandigarh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chandigarh,415.0,0.0,14.2,14.5,1.7,4.1,2.3,29.4,40.3,0.0,0.0,103.0,5.3,0.0,0.0
Chandigarh,416.0,0.0,3.5,14.4,2.1,4.3,20.7,26.2,48.8,0.0,0.0,89.0,5.6,0.0,0.0
Chandigarh,417.0,0.0,2.9,17.0,2.1,4.4,18.2,21.8,88.0,0.0,0.0,90.0,5.1,0.0,0.0
Chandigarh,418.0,0.0,3.2,13.8,1.8,2.0,23.1,24.4,51.0,0.0,0.0,52.0,5.3,0.0,0.0
Chandigarh,419.0,0.0,3.7,14.2,1.6,3.4,23.4,26.8,49.3,0.0,0.0,55.0,5.3,0.0,0.0
Chandigarh,420.0,0.0,3.6,14.4,1.5,3.3,21.4,27.5,50.9,0.0,0.0,88.0,5.2,0.0,0.0
Chandigarh,421.0,0.0,3.5,15.4,1.8,3.6,27.0,28.9,41.3,0.0,0.0,82.0,4.9,0.0,0.0
Chandigarh,422.0,0.0,3.8,17.0,1.5,5.0,21.8,29.3,45.4,0.0,0.0,76.0,5.5,0.0,0.0
Chandigarh,423.0,0.0,4.2,17.1,1.7,5.0,19.3,30.7,44.9,0.0,0.0,114.0,5.5,0.0,0.0
Chandigarh,424.0,0.0,3.1,18.7,1.8,4.1,23.3,30.7,41.2,0.0,0.0,129.0,5.3,0.0,0.0
Chandigarh,425.0,0.0,2.7,16.6,1.2,3.6,10.0,30.5,40.7,0.0,0.0,103.0,4.7,0.0,0.0
Chandigarh,426.0,0.0,3.1,17.5,1.2,5.4,12.4,31.5,35.6,0.0,0.0,98.0,8.1,0.0,0.0
Chandigarh,427.0,0.0,3.0,15.1,1.0,3.6,11.9,30.7,31.3,0.0,0.0,97.0,8.6,0.0,0.0
Chandigarh,428.0,0.0,3.0,9.6,0.7,5.3,9.8,30.7,29.2,0.0,0.0,109.0,8.6,0.0,0.0
Chandigarh,429.0,0.0,3.4,8.8,1.2,4.9,8.9,30.2,24.6,0.0,0.0,101.0,8.9,0.0,0.0
Chandigarh,430.0,0.0,3.7,11.7,1.8,4.9,35.6,33.3,23.8,0.0,0.0,112.0,9.1,0.0,0.0
Bhopal,401.0,95.0,8.9,7.0,0.4,5.7,15.9,29.5,26.2,1012.5,0.0,99.0,14.4,0.0,0.0
Bhopal,402.0,113.0,10.5,6.0,0.4,9.1,16.7,29.6,21.2,1012.0,0.0,151.0,25.4,0.0,0.0
Bhopal,403.0,151.0,10.8,4.0,0.3,12.0,7.8,30.2,18.7,1012.0,0.0,159.0,31.6,0.0,0.0
Bhopal,404.0,156.0,7.6,6.5,0.4,11.8,7.2,30.1,20.2,1010.0,0.0,160.0,39.7,0.0,0.0
Bhopal,405.0,122.0,7.1,7.0,1.2,6.1,16.6,30.4,16.7,1010.5,0.0,132.0,17.1,0.0,0.0
Bhopal,406.0,102.0,7.8,8.0,0.9,4.7,14.5,30.1,22.2,1010.0,0.0,111.0,20.1,0.0,0.0
Bhopal,407.0,88.0,9.2,10.0,0.8,5.7,15.9,29.2,24.2,1008.0,0.0,127.0,10.9,0.0,0.0
Bhopal,408.0,113.0,8.0,10.0,0.6,3.4,11.3,29.6,23.2,1009.0,0.0,87.0,15.0,0.0,0.0
Bhopal,409.0,106.0,8.2,6.0,0.7,5.2,10.0,29.6,18.0,1008.0,0.0,111.0,22.0,0.0,0.0
Bhopal,410.0,92.0,9.9,8.0,1.0,4.8,17.0,29.6,20.7,1011.0,0.0,122.0,12.8,0.0,0.0
Bhopal,411.0,113.0,9.4,10.0,0.7,5.8,12.7,29.6,22.7,1010.0,0.0,140.0,18.0,0.0,0.0
Bhopal,412.0,109.0,8.7,7.0,0.6,7.7,13.2,29.7,19.5,1010.0,0.0,137.0,16.4,0.0,0.0
Bhopal,413.0,117.0,8.7,8.5,0.6,6.2,10.3,29.6,16.5,1010.5,0.0,130.0,19.0,0.0,0.0
Bhopal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhopal,415.0,102.0,5.7,9.5,1.1,5.9,15.8,29.6,26.2,1012.0,0.0,107.0,13.9,0.0,0.0
Bhopal,416.0,78.0,15.7,14.0,1.2,5.8,16.4,29.5,46.0,1012.5,0.0,119.0,14.3,0.0,0.0
Bhopal,417.0,66.0,7.3,18.0,1.1,4.7,15.0,29.7,46.5,1011.5,0.0,98.0,10.0,0.0,0.0
Bhopal,418.0,82.0,5.5,13.0,0.5,4.2,15.9,29.8,34.5,1013.0,0.0,98.0,18.0,0.0,0.0
Bhopal,419.0,86.0,5.8,11.0,0.9,4.2,15.8,29.6,29.7,1011.0,0.0,107.0,13.3,0.0,0.0
Bhopal,420.0,78.0,7.3,9.2,0.7,4.7,16.4,29.8,24.7,1009.0,0.0,99.0,12.6,0.0,0.0
Bhopal,421.0,92.0,9.1,8.0,0.5,5.7,12.8,29.3,22.2,1007.0,0.0,107.0,14.6,0.0,0.0
Bhopal,422.0,127.0,8.2,9.0,0.5,11.6,9.3,29.4,22.0,1009.5,0.0,160.0,28.1,0.0,0.0
Bhopal,423.0,147.0,9.6,9.0,0.7,9.5,8.4,29.4,19.7,1010.0,0.0,155.0,34.4,0.0,0.0
Bhopal,424.0,144.0,10.0,7.0,0.4,8.3,9.8,29.5,19.0,1010.0,0.0,163.0,22.2,0.0,0.0
Bhopal,425.0,122.0,7.5,10.0,0.7,8.3,11.2,29.5,18.2,1010.0,0.0,155.0,19.8,0.0,0.0
Bhopal,426.0,123.0,8.2,9.0,0.8,9.6,12.4,29.4,17.5,1009.5,0.0,142.0,19.9,0.0,0.0
Bhopal,427.0,117.0,9.8,10.0,0.6,6.4,13.1,29.9,17.0,1009.0,0.0,156.0,21.6,0.0,0.0
Bhopal,428.0,125.0,15.8,9.0,0.5,7.6,10.3,30.3,14.5,1008.0,0.0,155.0,26.3,0.0,0.0
Bhopal,429.0,164.0,15.5,6.4,0.5,15.4,6.5,30.9,15.2,1006.5,0.0,186.0,31.4,0.0,0.0
Bhopal,430.0,126.0,7.3,7.0,1.0,4.9,10.1,30.2,14.5,1006.0,0.0,88.0,18.8,0.0,0.0
Lucknow,401.0,0.0,5.2,10.0,0.8,10.7,16.5,31.5,33.6,1008.0,0.0,151.0,15.7,0.0,0.0
Lucknow,402.0,0.0,4.8,10.0,0.4,12.9,13.0,31.0,37.0,1008.5,0.0,179.0,19.5,0.0,0.0
Lucknow,403.0,0.0,5.8,11.0,0.4,13.6,15.9,31.3,34.0,1008.5,0.0,189.0,13.7,0.0,0.0
Lucknow,404.0,0.0,3.4,12.5,0.4,15.0,11.8,31.0,43.2,1008.5,0.0,208.0,17.8,0.0,0.0
Lucknow,405.0,0.0,2.4,17.5,0.4,14.6,14.2,31.2,48.2,1008.0,0.0,178.0,16.3,0.0,0.0
Lucknow,406.0,0.0,1.8,20.0,0.4,12.2,12.0,31.5,54.7,1008.0,9.2,163.0,12.2,0.0,0.0
Lucknow,407.0,0.0,2.3,17.0,0.7,10.9,12.6,28.0,55.3,1007.0,0.0,120.0,9.1,0.0,0.0
Lucknow,408.0,0.0,2.5,17.0,0.4,12.6,13.6,29.5,52.8,1007.0,0.0,137.0,13.1,0.0,0.0
Lucknow,409.0,0.0,2.5,16.5,0.4,11.6,20.1,33.7,41.2,1006.0,0.0,160.0,23.7,0.0,0.0
Lucknow,410.0,0.0,2.0,17.0,0.4,11.6,19.5,31.5,44.8,1008.0,0.0,165.0,20.3,0.0,0.0
Lucknow,411.0,0.0,1.8,17.0,0.4,9.4,16.5,33.4,48.3,1007.0,0.0,171.0,16.3,0.0,0.0
Lucknow,412.0,0.0,4.6,18.0,0.4,13.1,12.2,33.6,44.5,1007.0,0.0,188.0,13.1,0.0,0.0
Lucknow,413.0,0.0,2.0,12.5,0.4,9.7,14.8,33.2,29.6,1007.0,0.0,167.0,12.0,0.0,0.0
Lucknow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucknow,415.0,0.0,3.2,11.5,0.4,9.1,16.0,34.2,29.6,1006.0,0.0,161.0,7.5,0.0,0.0
Lucknow,416.0,0.0,3.1,14.0,0.9,8.5,12.1,29.5,40.4,1009.0,12.8,154.0,6.6,0.0,0.0
Lucknow,417.0,0.0,2.2,17.0,0.4,9.7,10.6,24.5,61.0,1012.5,0.0,111.0,9.0,0.0,0.0
Lucknow,418.0,0.0,2.1,15.0,0.4,9.1,15.8,28.5,49.6,1011.0,0.0,123.0,6.9,0.0,0.0
Lucknow,419.0,0.0,3.4,15.0,0.5,9.1,17.1,29.9,41.2,1008.5,0.0,135.0,8.5,0.0,0.0
Lucknow,420.0,0.0,2.9,13.0,0.4,9.4,18.8,31.2,37.4,1006.5,0.0,161.0,8.9,0.0,0.0
Lucknow,421.0,0.0,3.8,13.5,0.4,10.0,18.9,31.5,34.8,1005.0,0.0,175.0,9.6,0.0,0.0
Lucknow,422.0,0.0,5.3,15.5,0.4,10.7,13.6,31.8,38.0,1004.5,0.0,188.0,18.6,0.0,0.0
Lucknow,423.0,0.0,5.2,18.0,0.5,9.6,16.8,31.6,45.3,1006.5,0.0,178.0,11.2,0.0,0.0
Lucknow,424.0,0.0,2.5,19.0,0.4,9.3,18.8,31.5,44.7,1008.0,0.0,166.0,11.7,0.0,0.0
Lucknow,425.0,0.0,5.3,19.0,0.4,10.4,18.1,31.1,45.8,1006.0,0.0,186.0,15.2,0.0,0.0
Lucknow,426.0,0.0,5.6,15.0,0.4,10.1,13.7,34.0,32.0,1005.0,0.0,183.0,13.5,0.0,0.0
Lucknow,427.0,0.0,4.3,7.5,0.8,8.3,14.7,33.6,25.0,1004.0,0.0,167.0,6.9,0.0,0.0
Lucknow,428.0,0.0,3.4,8.0,0.8,8.8,15.5,33.4,20.0,1003.0,12.3,180.0,5.5,0.0,0.0
Lucknow,429.0,0.0,3.8,7.5,0.4,10.4,15.4,33.3,20.2,1003.0,0.0,190.0,9.2,0.0,0.0
Lucknow,430.0,0.0,4.7,13.0,0.4,14.1,14.8,34.2,29.0,1001.0,0.0,207.0,27.8,0.0,0.0
Ghāziābād,401.0,108.0,12.4,10.0,4.3,5.4,30.7,27.8,36.0,1009.0,8.2,107.0,13.5,0.0,0.0
Ghāziābād,402.0,128.0,26.9,10.5,1.5,9.3,14.1,28.2,38.0,1010.0,0.0,171.0,25.7,0.0,0.0
Ghāziābād,403.0,151.0,15.1,11.0,1.1,12.0,8.8,26.9,38.5,1009.0,0.0,175.0,37.5,0.0,0.0
Ghāziābād,404.0,181.0,20.6,14.0,0.8,13.6,21.9,27.0,39.0,1010.0,0.0,197.0,38.6,0.0,0.0
Ghāziābād,405.0,218.0,22.0,14.5,0.9,16.5,1.9,27.8,39.2,1008.5,0.0,203.0,39.7,0.0,0.0
Ghāziābād,406.0,191.0,19.2,13.0,1.5,9.8,13.2,28.0,40.2,1007.5,0.0,165.0,21.2,0.0,0.0
Ghāziābād,407.0,176.0,14.1,19.0,2.8,13.3,16.7,26.8,49.2,1006.5,11.8,189.0,12.2,0.0,0.0
Ghāziābād,408.0,179.0,11.9,16.0,1.7,7.6,16.4,28.3,47.0,1008.0,0.0,159.0,16.8,0.0,0.0
Ghāziābād,409.0,124.0,15.5,15.5,0.9,8.9,11.4,27.9,41.2,1007.0,0.0,167.0,23.7,0.0,0.0
Ghāziābād,410.0,179.0,14.7,16.0,1.7,14.3,10.4,27.9,39.2,1008.5,0.0,184.0,39.2,0.0,0.0
Ghāziābād,411.0,131.0,18.2,14.0,0.9,10.1,11.2,26.8,37.5,1009.0,0.0,169.0,18.6,0.0,0.0
Ghāziābād,412.0,144.0,19.1,14.5,3.0,7.5,16.8,27.4,39.2,1009.0,9.2,156.0,16.4,0.0,0.0
Ghāziābād,413.0,131.0,16.1,13.0,3.1,9.6,15.3,27.4,36.5,1009.0,0.0,153.0,21.1,0.0,0.0
Ghāziābād,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghāziābād,415.0,115.0,14.8,13.0,2.8,7.1,17.7,27.7,31.7,1008.0,0.0,128.0,14.1,0.0,0.0
Ghāziābād,416.0,80.0,10.0,15.5,3.7,7.7,19.9,28.0,45.5,1011.0,10.2,114.0,12.9,0.0,0.0
Ghāziābād,417.0,39.0,9.2,15.5,3.7,4.5,24.9,27.7,53.2,1011.5,9.0,71.0,5.2,0.0,0.0
Ghāziābād,418.0,62.0,10.0,15.0,2.1,5.7,20.5,28.3,43.7,1012.0,0.0,83.0,12.9,0.0,0.0
Ghāziābād,419.0,101.0,14.9,14.0,2.2,7.3,24.3,28.2,40.2,1010.0,0.0,154.0,18.4,0.0,0.0
Ghāziābād,420.0,109.0,12.7,13.0,0.9,9.6,7.3,28.1,39.2,1007.0,0.0,159.0,35.8,0.0,0.0
Ghāziābād,421.0,142.0,11.7,13.0,1.0,11.3,10.9,27.6,34.7,1006.0,0.0,164.0,37.1,0.0,0.0
Ghāziābād,422.0,179.0,16.9,14.0,1.1,10.3,6.0,27.6,35.2,1005.5,9.2,180.0,29.4,0.0,0.0
Ghāziābād,423.0,164.0,15.2,14.5,2.6,10.2,31.5,28.4,35.0,1006.5,0.0,169.0,28.0,0.0,0.0
Ghāziābād,424.0,150.0,14.5,17.5,3.1,8.7,35.2,27.6,38.7,1008.0,9.2,161.0,12.2,0.0,0.0
Ghāziābād,425.0,155.0,13.8,19.0,3.0,7.0,29.9,27.2,38.0,1008.0,0.0,162.0,11.2,0.0,0.0
Ghāziābād,426.0,145.0,16.8,13.0,2.6,8.8,21.0,26.8,30.2,1007.0,0.0,158.0,21.1,0.0,0.0
Ghāziābād,427.0,164.0,13.3,9.0,4.0,6.8,21.6,28.2,26.7,1007.0,11.3,151.0,13.8,0.0,0.0
Ghāziābād,428.0,157.0,18.0,9.0,4.0,8.0,28.8,27.8,26.5,1005.5,10.2,154.0,12.1,0.0,0.0
Ghāziābād,429.0,151.0,21.9,7.5,2.4,9.6,15.8,29.1,27.0,1004.5,0.0,155.0,25.0,0.0,0.0
